"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"a good budget#positive";"1";"1";"1";"a good budget";"D G N";"a#833 good#275 budget#15"
"view over tallinn#positive";"1";"1";"1";"view over Tallinn";"N P R";"view#33 over#24 tallinn#2"
"equipped with basics#positive";"1";"1";"1";"equipped with basics";"G P N";"equipped#6 with#296 basics#2"
"had to argue#negative";"1";"1";"1";"have to argue";"V P V";"had#154 to#771 argue#1"
"theres nothing around#negative";"1";"1";"1";"theres nothing around";"A N A";"theres#1 nothing#27 around#34"
"very well connected#strongpositive";"1";"1";"1";"very well connect";"A A V";"very#458 well#84 connected#3"
"not too far#positive";"1";"1";"1";"not too far";"A A A";"not#259 too#42 far#14"
"may look great#negative";"1";"1";"1";"may look great";"O V G";"may#9 look#6 great#156"
"not always efficient#negative";"1";"1";"1";"not always efficient";"A A G";"not#259 always#46 efficient#7"
"was not big#negative";"1";"1";"1";"be not big";"V A G";"was#626 not#259 big#42"
"not sound proof#negative";"1";"1";"1";"not sound proof";"A G G";"not#259 sound#2 proof#1"
"would gladly repeat#positive";"1";"1";"1";"would gladly repeat";"O A V";"would#88 gladly#1 repeat#3"
"very clean !#strongpositive";"1";"1";"1";"very clean !";"A G O";"very#458 clean#131 !#234"
"not so crowded#positive";"1";"1";"1";"not so crowded";"A A G";"not#259 so#118 crowded#9"
"with small faults#negative";"1";"1";"1";"with small fault";"P G N";"with#296 small#68 faults#2"
"didn 't work#negative";"1";"1";"1";"didn 't work";"N A N";"didn#22 't#95 work#21"
"wasn 't sufficient#negative";"1";"1";"1";"wasn 't sufficient";"N A G";"wasn#9 't#95 sufficient#4"
"over · rated#negative";"1";"1";"1";"over · rate";"P N V";"over#24 ·#216 rated#5"
"never come back#strongnegative";"1";"1";"1";"never come back";"A V A";"never#23 come#30 back#59"
"more than sufficient#positive";"1";"1";"1";"much than sufficient";"A P G";"more#50 than#23 sufficient#4"
"a small letdown#negative";"1";"1";"1";"a small letdown";"D G N";"a#833 small#68 letdown#1"
"there is no#negative";"0";"8";"11";"there be no";"O V D";"there#213 is#610 no#105"
"a lot of#positive";"0";"4";"20";"a lot of";"D N P";"a#833 lot#33 of#490"
"will be back#positive";"0";"3";"5";"will be back";"O V A";"will#63 be#115 back#59"
"in great condition#strongpositive";"0";"2";"3";"in great condition";"P G N";"in#626 great#156 condition#10"
"will come back#positive";"0";"2";"5";"will come back";"O V A";"will#63 come#30 back#59"
"had to pay#negative";"0";"2";"6";"have to pay";"V P V";"had#154 to#771 pay#17"
"feel very welcome#strongpositive";"0";"1";"2";"feel very welcome";"V A G";"feel#15 very#458 welcome#14"
"don 't expect#negative";"0";"1";"4";"don 't expect";"A A V";"don#35 't#95 expect#17"
"across the street#positive";"0";"1";"4";"across the street";"P D N";"across#8 the#2027 street#16"
"4 · star#positive";"0";"1";"3";"4 · star";"O N G";"4#29 ·#216 star#27"
"do not stay#negative";"0";"1";"2";"Do not stay";"R A V";"do#37 not#259 stay#129"
"willing to help#positive";"0";"1";"4";"willing to help";"G P V";"willing#5 to#771 help#19"
"there is only#negative";"0";"1";"2";"there be only";"O V A";"there#213 is#610 only#84"
"not run down#positive";"0";"1";"2";"not run down";"A V A";"not#259 run#5 down#19"
"just in front#positive";"0";"1";"2";"just in front";"A P N";"just#65 in#626 front#20"
"4 star hotel#positive";"0";"1";"2";"4 star hotel";"O G N";"4#29 star#27 hotel#680"
"there are only#negative";"0";"1";"2";"there be only";"O V A";"there#213 are#218 only#84"
"outside the hotel#negative";"0";"1";"4";"outside the hotel";"P D N";"outside#18 the#2027 hotel#680"
"within walking distance#positive";"0";"1";"4";"within walking distance";"P N N";"within#11 walking#30 distance#23"
"easy to get#positive";"0";"1";"2";"easy to get";"G P V";"easy#16 to#771 get#49"
"in another hotel#negative";"0";"1";"2";"in another hotel";"P D N";"in#626 another#9 hotel#680"
"easy to reach#positive";"0";"1";"3";"easy to reach";"G P V";"easy#16 to#771 reach#5"
"outside the hotel#positive";"0";"1";"4";"outside the hotel";"P D N";"outside#18 the#2027 hotel#680"
"one big minus#strongnegative";"0";"1";"2";"one big minus";"O G N";"one#98 big#42 minus#4"
"not cleaned properly#negative";"0";"1";"2";"not clean properly";"A V A";"not#259 cleaned#13 properly#2"
"near the hotel#positive";"0";"1";"2";"near the hotel";"P D N";"near#27 the#2027 hotel#680"
"will be done#positive";"0";"1";"2";"will be do";"O V V";"will#63 be#115 done#9"
"treated like royalty#positive";"0";"1";"2";"treat like royalty";"V P N";"treated#6 like#56 royalty#2"
"there are enough#positive";"0";"1";"2";"there be enough";"O V G";"there#213 are#218 enough#31"
"in great condition#positive";"0";"1";"3";"in great condition";"P G N";"in#626 great#156 condition#10"
"cleaned every day#positive";"0";"1";"2";"clean every day";"V D N";"cleaned#13 every#33 day#40"
"in walking distance#positive";"0";"1";"4";"in walking distance";"P N N";"in#626 walking#30 distance#23"
"there are no#positive";"0";"1";"2";"there be no";"O V D";"there#213 are#218 no#105"
"there was no#negative";"0";"1";"2";"there be no";"O V D";"there#213 was#626 no#105"
"did not have#negative";"0";"1";"3";"do not have";"V A V";"did#30 not#259 have#138"
"available to hire#positive";"0";"1";"2";"available to hire";"G P V";"available#19 to#771 hire#2"
"worth a visit#positive";"0";"1";"2";"worth a visit";"V D N";"worth#21 a#833 visit#38"
"not a problem#positive";"0";"1";"2";"not a problem";"A D N";"not#259 a#833 problem#13"
"as well as#positive";"0";"1";"14";"as well as";"A A P";"as#145 well#84 as#145"
"a little small#negative";"0";"1";"2";"a little small";"D G G";"a#833 little#47 small#68"
"does not include#negative";"0";"1";"2";"do not include";"V A V";"does#9 not#259 include#2"
"'s not worth#negative";"0";"1";"2";"have not worth";"V A G";"'s#82 not#259 worth#21"
"relax and enjoy#positive";"0";"1";"2";"Relax and enjoy";"R C V";"relax#17 and#1183 enjoy#11"
"not so many#negative";"0";"1";"2";"not so many";"A P G";"not#259 so#118 many#31"
"at walking distance#positive";"0";"1";"3";"at walking distance";"P N N";"at#214 walking#30 distance#23"
"over · priced#negative";"0";"1";"2";"over · price";"P N V";"over#24 ·#216 priced#4"
"should be included#negative";"0";"1";"2";"should be include";"O V V";"should#18 be#115 included#10"
"a bit dated#negative";"0";"1";"3";"a bit dated";"D N G";"a#833 bit#25 dated#7"
"such a variety#positive";"0";"1";"2";"such a variety";"G D N";"such#15 a#833 variety#13"
"all kind of#positive";"0";"1";"3";"all kind of";"D N P";"all#188 kind#19 of#490"
"there is no#positive";"0";"1";"11";"there be no";"O V D";"there#213 is#610 no#105"
"to be avoided#negative";"0";"1";"2";"to be avoid";"P V V";"to#771 be#115 avoided#2"
"there is nothing#negative";"0";"1";"2";"there be nothing";"O V N";"there#213 is#610 nothing#27"
"everything you need#positive";"0";"1";"3";"everything you need";"N Q V";"everything#52 you#224 need#23"
"nothing to complain#positive";"0";"1";"4";"nothing to complain";"N P V";"nothing#27 to#771 complain#6"
"would highly recommend#strongpositive";"0";"1";"4";"would highly recommend";"O A V";"would#88 highly#13 recommend#39"
"sorted without any fuss#positive";"1";"2";"2";"sort without any fuss";"V P D N";"sorted#5 without#16 any#37 fuss#2"
"will come again !#strongpositive";"1";"2";"2";"will come again !";"O V A O";"will#63 come#30 again#58 !#234"
"stops right in front#positive";"1";"2";"2";"stop right in front";"V A P N";"stops#6 right#11 in#626 front#20"
"needs to be improved#negative";"1";"2";"2";"needs to be improve";"V P V V";"needs#14 to#771 be#115 improved#4"
"could have been better#negative";"1";"2";"2";"can have be better";"O V V A";"could#42 have#138 been#41 better#33"
"a little bit expensive#negative";"1";"2";"2";"a little bit expensive";"D G N N";"a#833 little#47 bit#25 expensive#17"
"one of the cleanest#positive";"1";"2";"2";"one of the cleanest";"O P D G";"one#98 of#490 the#2027 cleanest#2"
"in very poor conditions#strongnegative";"1";"2";"2";"in very poor condition";"A A G N";"in#626 very#458 poor#27 conditions#6"
"with so many channels#positive";"1";"2";"2";"with so many channel";"P A G N";"with#296 so#118 many#31 channels#3"
"gets flooded when showering#negative";"1";"1";"1";"get flood when showering";"V V O N";"gets#6 flooded#1 when#48 showering#1"
"with swipe card access#positive";"1";"1";"1";"with swipe card access";"P G N N";"with#296 swipe#1 card#3 access#15"
"will not go back#negative";"1";"1";"1";"will not go back";"O A V A";"will#63 not#259 go#51 back#59"
"spread over 5 restaurants#positive";"1";"1";"1";"spread over 5 restaurant";"V P O N";"spread#1 over#24 5#31 restaurants#42"
"a piece of cake#strongpositive";"1";"1";"1";"a piece of cake";"D N P N";"a#833 piece#3 of#490 cake#2"
"very close there are#positive";"1";"1";"1";"Very close there be";"R N O V";"very#458 close#50 there#213 are#218"
"can be easily reached#positive";"1";"1";"1";"can be easily reach";"O V A V";"can#81 be#115 easily#9 reached#1"
"is 'n extremely large#negative";"1";"1";"1";"be 'n extremely large";"V G A G";"is#610 'n#1 extremely#13 large#27"
"odd stains on sofa#negative";"1";"1";"1";"odd stain on sofa";"G N P N";"odd#1 stains#3 on#161 sofa#1"
"like a toilet trailer#negative";"1";"1";"1";"like a toilet trailer";"P D N N";"like#56 a#833 toilet#12 trailer#1"
"spend the extra money#negative";"1";"1";"1";"spend the extra money";"V D G N";"spend#10 the#2027 extra#11 money#32"
"covered with constriction things#negative";"1";"1";"1";"cover with constriction thing";"V P N N";"covered#3 with#296 constriction#1 things#16"
"plays very loud music#strongnegative";"1";"1";"1";"play very loud music";"V A G N";"plays#2 very#458 loud#13 music#16"
"over look the pool.#positive";"1";"1";"1";"over look the pool.";"P V D N";"over#24 look#6 the#2027 pool.#1"
"anything but grand !#negative";"1";"1";"1";"anything but grand !";"N C N O";"anything#11 but#256 grand#10 !#234"
"sufficient for standard workouts#positive";"1";"1";"1";"sufficient for standard workout";"G P G N";"sufficient#4 for#419 standard#19 workouts#1"
"not warm at night#negative";"1";"1";"1";"not warm at night";"A G P A";"not#259 warm#13 at#214 night#54"
"treated like royalty !#positive";"1";"1";"1";"treat like royalty !";"V P A O";"treated#6 like#56 royalty#2 !#234"
"good value for money.i#positive";"1";"1";"1";"good value for money.I";"G N P R";"good#275 value#21 for#419 money.i#1"
"smelt strongly of urine#negative";"1";"1";"1";"smell strongly of urine";"V A P N";"smelt#2 strongly#3 of#490 urine#1"
"will be going again#positive";"1";"1";"1";"will be go again";"O V V A";"will#63 be#115 going#19 again#58"
"within the hilton standard#positive";"1";"1";"1";"within the Hilton standard";"P D R N";"within#11 the#2027 hilton#3 standard#19"
"on the smaller side#negative";"1";"1";"1";"on the smaller side";"P D G N";"on#161 the#2027 smaller#7 side#13"
"stops just in front#positive";"1";"1";"1";"stop just in front";"V A P N";"stops#6 just#65 in#626 front#20"
"ideal for late arrivals#positive";"1";"1";"1";"Ideal for late arrival";"R P G N";"ideal#5 for#419 late#8 arrivals#1"
"never had a smile#negative";"1";"1";"1";"never have a smile";"A V D N";"never#23 had#154 a#833 smile#5"
"stopped foor several moments#negative";"1";"1";"1";"stop foor several moment";"V O G N";"stopped#2 foor#2 several#12 moments#2"
"can 't really complain#positive";"1";"1";"1";"can 't really complain";"O V A V";"can#81 't#95 really#92 complain#6"
"the only missing thing#negative";"1";"1";"1";"the only missing thing";"D A G N";"the#2027 only#84 missing#2 thing#19"
"needed to be unclog#negative";"1";"1";"1";"need to be unclog";"V P V G";"needed#6 to#771 be#115 unclog#1"
"very old · fashioned#strongnegative";"1";"1";"1";"very old · fashion";"G G G V";"very#458 old#48 ·#216 fashioned#1"
"for families with children#positive";"1";"1";"1";"for family with child";"P N P N";"for#419 families#10 with#296 children#19"
"cleaned really well everyday#positive";"1";"1";"1";"clean really well everyday";"V A A A";"cleaned#13 really#92 well#84 everyday#1"
"very difficult to climb#strongnegative";"1";"1";"1";"very difficult to climb";"A G P V";"very#458 difficult#4 to#771 climb#2"
"couldn 't go back#negative";"1";"1";"1";"couldn 't go back";"O A V A";"couldn#5 't#95 go#51 back#59"
"ok by european standards#positive";"1";"1";"1";"ok by european standard";"G P G N";"ok#28 by#52 european#5 standards#5"
"plenty of very good#strongpositive";"1";"1";"1";"plenty of very good";"A P A G";"plenty#6 of#490 very#458 good#275"
"relax in the city#positive";"1";"1";"1";"Relax in the city";"R P D N";"relax#17 in#626 the#2027 city#62"
"really worth a visit#positive";"1";"1";"1";"really worth a visit";"A G D N";"really#92 worth#21 a#833 visit#38"
"only on the outside#negative";"1";"1";"1";"only on the outside";"A P D N";"only#84 on#161 the#2027 outside#18"
"located in the center#positive";"1";"1";"1";"locate in the center";"V P D N";"located#33 in#626 the#2027 center#36"
"no german no english.#negative";"1";"1";"1";"no german no english.";"D N D N";"no#105 german#15 no#105 english.#1"
"had a cool design#positive";"1";"1";"1";"have a cool design";"V D G N";"had#154 a#833 cool#8 design#6"
"needs to be adjusted#negative";"1";"1";"1";"needs to be adjust";"V P V V";"needs#14 to#771 be#115 adjusted#2"
"the only good thing#negative";"1";"1";"1";"the only good thing";"D A G N";"the#2027 only#84 good#275 thing#19"
"key hotel and swisshotel#negative";"1";"1";"1";"key Hotel and Swisshotel";"G R C R";"key#3 hotel#680 and#1183 swisshotel#1"
"just outside the hotel#positive";"1";"1";"1";"just outside the hotel";"A P D N";"just#65 outside#18 the#2027 hotel#680"
"located on the beach#positive";"1";"1";"1";"locate on the beach";"V P D N";"located#33 on#161 the#2027 beach#88"
"near hotel there are#positive";"1";"1";"1";"near hotel there be";"G N O V";"near#27 hotel#680 there#213 are#218"
"only in one corner#negative";"1";"1";"1";"only in one corner";"A P O N";"only#84 in#626 one#98 corner#3"
"easy to walk around#positive";"1";"1";"1";"easy to walk around";"A P V A";"easy#16 to#771 walk#31 around#34"
"not up to par#negative";"1";"1";"1";"not up to par";"A O P N";"not#259 up#21 to#771 par#1"
"should pay more attention#negative";"1";"1";"1";"should pay more attention";"O V G N";"should#18 pay#17 more#50 attention#5"
"close to the airport#positive";"1";"1";"1";"close to the airport";"V P D N";"close#50 to#771 the#2027 airport#32"
"will definitely be retuning#strongpositive";"1";"1";"1";"will definitely be retune";"O A V V";"will#63 definitely#25 be#115 retuning#1"
"with all necessary things#positive";"1";"1";"1";"with all necessary thing";"P D G N";"with#296 all#188 necessary#3 things#16"
"restricted to villa residents#negative";"1";"1";"1";"restrict to Villa resident";"V P R N";"restricted#1 to#771 villa#9 residents#1"
"in a great spot#strongpositive";"1";"1";"1";"in a great spot";"P D G N";"in#626 a#833 great#156 spot#8"
"gaps in the wall#negative";"1";"1";"1";"gap in the wall";"N P D N";"gaps#1 in#626 the#2027 wall#4"
"impossible to hang trousers#negative";"1";"1";"1";"impossible to hang trouser";"G P V N";"impossible#1 to#771 hang#2 trousers#2"
"120 € a night#negative";"1";"1";"1";"120 € a Night";"O N D R";"120#1 €#9 a#833 night#54"
"quite an unpleasant experience#negative";"1";"1";"1";"quite a unpleasant experience";"D D G N";"quite#40 an#78 unpleasant#3 experience#20"
"at a high level#positive";"1";"1";"1";"at a high level";"P D G N";"at#214 a#833 high#8 level#9"
"neither greeted the guests#negative";"1";"1";"1";"neither greet the guest";"C V D N";"neither#4 greeted#1 the#2027 guests#33"
"with very basic comfort#negative";"1";"1";"1";"with very basic comfort";"P A G N";"with#296 very#458 basic#18 comfort#10"
"not very good !#strongnegative";"1";"1";"1";"not very good !";"A A G O";"not#259 very#458 good#275 !#234"
"50 euro a night#negative";"1";"1";"1";"50 euro a night";"O N D N";"50#6 euro#7 a#833 night#54"
"just standard size room#negative";"1";"1";"1";"just standard size room";"A G N N";"just#65 standard#19 size#17 room#262"
"close to the beach#positive";"1";"1";"1";"close to the beach";"V P D N";"close#50 to#771 the#2027 beach#88"
"not really a hotel#negative";"1";"1";"1";"not really a hotel";"A A D N";"not#259 really#92 a#833 hotel#680"
"except from the food#negative";"1";"1";"1";"except from the food";"P P D N";"except#5 from#148 the#2027 food#131"
"abit repetitive at times#negative";"1";"1";"1";"abit repetitive at time";"N N P N";"abit#2 repetitive#1 at#214 times#23"
"of a high standard#positive";"1";"1";"1";"of a high standard";"P D G N";"of#490 a#833 high#8 standard#19"
"1.2 euros per hour#negative";"1";"1";"1";"1.2 euro per hour";"O N P G";"1.2#1 euros#7 per#5 hour#6"
"not managed as well#negative";"1";"1";"1";"not manage as well";"A V A A";"not#259 managed#2 as#145 well#84"
"would expect much more#negative";"1";"1";"1";"would expect much more";"O V A G";"would#88 expect#17 much#35 more#50"
"a little bit shabby#negative";"1";"1";"1";"a little bit shabby";"D G N N";"a#833 little#47 bit#25 shabby#3"
"provided everything one needs#positive";"1";"1";"1";"provided everything one needs";"G N O V";"provided#17 everything#52 one#98 needs#14"
"always ready to help#strongpositive";"1";"1";"1";"always ready to help";"A G P V";"always#46 ready#5 to#771 help#19"
"the most good peopel#strongpositive";"1";"1";"1";"the much good peopel";"D A G N";"the#2027 most#39 good#275 peopel#1"
"with view on wall#negative";"1";"1";"1";"with view on wall";"P N P N";"with#296 view#33 on#161 wall#4"
"with only one window#negative";"1";"1";"1";"with only one window";"G A O N";"with#296 only#84 one#98 window#5"
"a little bit small#negative";"1";"1";"1";"a little bit small";"D G N G";"a#833 little#47 bit#25 small#68"
"to be very careful#negative";"1";"1";"1";"to be very careful";"P V A G";"to#771 be#115 very#458 careful#3"
"looks a bit dated#negative";"1";"1";"1";"look a bit dated";"V D N G";"looks#13 a#833 bit#25 dated#7"
"one of the classiest#positive";"1";"1";"1";"one of the classiest";"O P D G";"one#98 of#490 the#2027 classiest#1"
"will certainly come back#strongpositive";"1";"1";"1";"will certainly come back";"O A V A";"will#63 certainly#5 come#30 back#59"
"the only efficient staff#positive";"1";"1";"1";"the only efficient staff";"D G G N";"the#2027 only#84 efficient#7 staff#191"
"had a nice stay#positive";"1";"1";"1";"have a nice stay";"V D G N";"had#154 a#833 nice#168 stay#129"
"just around the corner#positive";"1";"1";"1";"just around the corner";"A P D N";"just#65 around#34 the#2027 corner#3"
"had to ask twice#negative";"1";"1";"1";"have to ask twice";"V P V A";"had#154 to#771 ask#14 twice#6"
"the best holiday ever#strongpositive";"1";"1";"1";"the good holiday ever";"D G N A";"the#2027 best#64 holiday#61 ever#32"
"the most appealing aspect#positive";"1";"1";"1";"the much appealing aspect";"D A G N";"the#2027 most#39 appealing#2 aspect#1"
"according to the price#positive";"1";"1";"1";"accord to the price";"V P D N";"according#3 to#771 the#2027 price#44"
"would probably not stay#negative";"1";"1";"1";"would probably not stay";"O A A V";"would#88 probably#10 not#259 stay#129"
"one of a kind#positive";"1";"1";"1";"one of a kind";"O P D N";"one#98 of#490 a#833 kind#19"
"plenty of hot water#positive";"1";"1";"1";"plenty of hot water";"N P G N";"plenty#6 of#490 hot#12 water#19"
"not offering a solution#negative";"1";"1";"1";"not offer a solution";"A V D N";"not#259 offering#4 a#833 solution#1"
"feels like coming home#positive";"1";"1";"1";"feels like come home";"N P V A";"feels#1 like#56 coming#13 home#11"
"just outside the entrance#positive";"1";"1";"1";"just outside the entrance";"A P D N";"just#65 outside#18 the#2027 entrance#7"
"'s possible until 24.00#positive";"1";"1";"1";"have possible until 24.00";"V G P O";"'s#82 possible#8 until#8 24.00#1"
"top of the tops#strongpositive";"1";"1";"1";"Top of the Tops";"R P D R";"top#21 of#490 the#2027 tops#1"
"a top hotel !#strongpositive";"1";"1";"1";"a top hotel !";"D G N O";"a#833 top#21 hotel#680 !#234"
"overpriced for the service#negative";"1";"1";"1";"Overpriced for the service";"R P D N";"overpriced#3 for#419 the#2027 service#79"
"already went 14 times#strongpositive";"1";"1";"1";"already go 14 time";"A V O N";"already#11 went#18 14#2 times#23"
"on the beach front#positive";"1";"1";"1";"on the beach front";"P D N N";"on#161 the#2027 beach#88 front#20"
"with all necessary infrastructure#positive";"1";"1";"1";"with all necessary infrastructure";"P D G N";"with#296 all#188 necessary#3 infrastructure#1"
"not cleaned at all#strongnegative";"1";"1";"1";"not clean at all";"A V P D";"not#259 cleaned#13 at#214 all#188"
"everthing at walking distance#positive";"1";"1";"1";"everthing at walking distance";"N P V N";"everthing#1 at#214 walking#30 distance#23"
"have to queue for#negative";"1";"1";"1";"have to queue for";"V P V P";"have#138 to#771 queue#3 for#419"
"only a walk away.as#positive";"1";"1";"1";"only a walk away.as";"A D N A";"only#84 a#833 walk#31 away.as#1"
"need an urgent refurbishment#negative";"1";"1";"1";"need a urgent refurbishment";"V D G N";"need#23 an#78 urgent#1 refurbishment#4"
"knowledgeable concerning special recommendations#positive";"1";"1";"1";"knowledgeable concern special recommendation";"G V G N";"knowledgeable#5 concerning#2 special#17 recommendations#2"
"brought to the room#positive";"1";"1";"1";"bring to the room";"V P D N";"brought#3 to#771 the#2027 room#262"
"lots of eastern european#negative";"1";"1";"1";"lot of eastern european";"N P G G";"lots#12 of#490 eastern#4 european#5"
"would consider going back#positive";"1";"1";"1";"would consider go back";"O V V A";"would#88 consider#4 going#19 back#59"
"a real 4star hotel#strongpositive";"1";"1";"1";"a real 4star hotel";"D G G N";"a#833 real#6 4star#1 hotel#680"
"close to the station#positive";"1";"1";"1";"close to the station";"G P D N";"close#50 to#771 the#2027 station#26"
"long waits for shuttle#negative";"1";"1";"1";"long wait for shuttle";"A N P N";"long#19 waits#1 for#419 shuttle#9"
"there is only one#negative";"1";"1";"1";"there be only one";"O V A O";"there#213 is#610 only#84 one#98"
"safety with card system#positive";"1";"1";"1";"safety with card system";"N P N N";"safety#1 with#296 card#3 system#3"
"never failing to salute#positive";"1";"1";"1";"never fail to salute";"A V P V";"never#23 failing#1 to#771 salute#1"
"in an old building#negative";"1";"1";"1";"in a old building";"P D G N";"in#626 an#78 old#48 building#12"
"do a fantastic job#positive";"1";"1";"1";"do a fantastic job";"V D G N";"do#37 a#833 fantastic#22 job#5"
"in a good shape#positive";"1";"1";"1";"in a good shape";"P D G N";"in#626 a#833 good#275 shape#3"
"not in the center#negative";"1";"1";"1";"not in the center";"A P D N";"not#259 in#626 the#2027 center#36"
"does not yet match#negative";"1";"1";"1";"do not yet match";"V A A V";"does#9 not#259 yet#8 match#3"
"can 't be beat#strongpositive";"1";"1";"1";"can 't be beat";"O A V G";"can#81 't#95 be#115 beat#1"
"situated across the river#positive";"1";"1";"1";"Situated across the river";"R P D N";"situated#10 across#8 the#2027 river#4"
"seemed to be taken#negative";"1";"1";"1";"seem to be take";"V P V V";"seemed#7 to#771 be#115 taken#2"
"near the schiphol airport#negative";"1";"1";"1";"near the Schiphol Airport";"P D R R";"near#27 the#2027 schiphol#1 airport#32"
"less than an hour#positive";"1";"1";"1";"less than a hour";"G P D N";"less#8 than#23 an#78 hour#6"
"left a good impression#positive";"1";"1";"1";"leave a good impression";"V D G N";"left#9 a#833 good#275 impression#9"
"had so much fun#positive";"1";"1";"1";"have so much fun";"V A G N";"had#154 so#118 much#35 fun#12"
"doing ther job exelent#strongpositive";"1";"1";"1";"do ther job exelent";"V A G N";"doing#3 ther#1 job#5 exelent#1"
"perfectly handled by saff#strongpositive";"1";"1";"1";"perfectly handle by saff";"A V P N";"perfectly#5 handled#3 by#52 saff#1"
"couldn 't do enough#positive";"1";"1";"1";"couldn 't do enough";"N A V N";"couldn#5 't#95 do#37 enough#31"
"35 / 40 degrees#positive";"1";"1";"1";"35 / 40 degree";"O N O N";"35#4 /#40 40#4 degrees#2"
"within 8 mins walk#positive";"1";"1";"1";"within 8 min walk";"P O N N";"within#11 8#8 mins#3 walk#31"
"very over · priced#strongnegative";"1";"1";"1";"very over · price";"A A G V";"very#458 over#24 ·#216 priced#4"
"have stolen our hearts#strongpositive";"1";"1";"1";"have steal our heart";"V V Q N";"have#138 stolen#2 our#128 hearts#1"
"10 minutes by foot#positive";"1";"1";"1";"10 minute by foot";"O N P N";"10#8 minutes#29 by#52 foot#4"
"may cause connection problems#negative";"1";"1";"1";"may cause connection problem";"O V N N";"may#9 cause#1 connection#7 problems#9"
"adjusted to modern standards#positive";"1";"1";"1";"adjust to modern standard";"V P G N";"adjusted#2 to#771 modern#26 standards#5"
"treat you with care#positive";"1";"1";"1";"treat you with care";"V Q P V";"treat#1 you#224 with#296 care#8"
"a really dirty place#strongnegative";"1";"1";"1";"a really dirty place";"D A G N";"a#833 really#92 dirty#13 place#68"
"paid attention to detail#positive";"1";"1";"1";"pay attention to detail";"V N P N";"paid#15 attention#5 to#771 detail#4"
"close to the tube#positive";"1";"1";"1";"close to the tube";"G P D N";"close#50 to#771 the#2027 tube#3"
"what one would expect#positive";"1";"1";"1";"what one would expect";"Q Q O V";"what#39 one#98 would#88 expect#17"
"within the walking distance#positive";"1";"1";"1";"within the walking distance";"P D N N";"within#11 the#2027 walking#30 distance#23"
"afraid about our safe#negative";"1";"1";"1";"afraid about our safe";"G P Q N";"afraid#1 about#50 our#128 safe#9"
"only cost 75 euros#positive";"1";"1";"1";"only cost 75 euro";"A V O N";"only#84 cost#5 75#1 euros#7"
"low budget room accommodation#negative";"1";"1";"1";"low budget room accommodation";"G N N N";"low#10 budget#15 room#262 accommodation#6"
"noisy in the extreme#strongnegative";"1";"1";"1";"Noisy in the extreme";"R P D N";"noisy#14 in#626 the#2027 extreme#1"
"stuck once you book#negative";"1";"1";"1";"stick once you book";"V A Q V";"stuck#1 once#10 you#224 book#9"
"2 minutes from duomo#positive";"1";"1";"1";"2 minute from Duomo";"O N P R";"2#40 minutes#29 from#148 duomo#1"
"wasn 't the best#negative";"1";"1";"1";"wasn 't the good";"N A D G";"wasn#9 't#95 the#2027 best#64"
"unmatched by other hotels#positive";"1";"1";"1";"unmatched by other hotel";"G P G N";"unmatched#1 by#52 other#55 hotels#23"
"an all inclusive package#positive";"1";"1";"1";"a all inclusive package";"D D G N";"an#78 all#188 inclusive#27 package#5"
"with 100 % comfort#strongpositive";"1";"1";"1";"with 100 % comfort";"P O N N";"with#296 100#5 %#5 comfort#10"
"could speak good english#positive";"1";"1";"1";"can speak good english";"O V G N";"could#42 speak#13 good#275 english#26"
"would have to change#negative";"1";"1";"1";"would have to change";"O V P V";"would#88 have#138 to#771 change#7"
"really didn 't like#strongnegative";"1";"1";"1";"really didn 't like";"A V A G";"really#92 didn#22 't#95 like#56"
"at the highest level#strongpositive";"1";"1";"1";"at the highest level";"P D G N";"at#214 the#2027 highest#1 level#9"
"always willing to help#strongpositive";"1";"1";"1";"always willing to help";"A G P V";"always#46 willing#5 to#771 help#19"
"annoying to wait for#negative";"1";"1";"1";"annoy to wait for";"V P V P";"annoying#4 to#771 wait#6 for#419"
"very close to waterloo#positive";"1";"1";"1";"very close to Waterloo";"A G P R";"very#458 close#50 to#771 waterloo#1"
"never laughed so much#positive";"1";"1";"1";"never laugh so much";"A V A A";"never#23 laughed#1 so#118 much#35"
"very willing to help#strongpositive";"1";"1";"1";"very willing to help";"A G P V";"very#458 willing#5 to#771 help#19"
"was not so bad#positive";"1";"1";"1";"be not so bad";"V A A G";"was#626 not#259 so#118 bad#33"
"not being of help#negative";"1";"1";"1";"not be of help";"A V P N";"not#259 being#15 of#490 help#19"
"in very bad conditions#strongnegative";"1";"1";"1";"in very bad condition";"P A G N";"in#626 very#458 bad#33 conditions#6"
"close to railway station#positive";"1";"1";"1";"close to railway station";"N P N N";"close#50 to#771 railway#4 station#26"
"could have been separated#negative";"1";"1";"1";"can have be separate";"O V V V";"could#42 have#138 been#41 separated#2"
"do not stay in#negative";"1";"1";"1";"do not stay in";"V A V A";"do#37 not#259 stay#129 in#626"
"the last time !#negative";"1";"1";"1";"the last time !";"D G N O";"the#2027 last#19 time#74 !#234"
"looks like a mess#negative";"1";"1";"1";"look like a mess";"V P D N";"looks#13 like#56 a#833 mess#1"
"lost regular customers !#negative";"1";"1";"1";"lose regular customer !";"V G N O";"lost#3 regular#1 customers#4 !#234"
"not very well utilized#negative";"1";"1";"1";"not very well utilize";"A A A V";"not#259 very#458 well#84 utilized#1"
